MAC_PREFIX,VENDOR_NAME
00:17:02,OsungMidicomCo
00:17:03,MOSDANInternationCo
00:17:04,ShincoElectronicsGroupCo
00:17:05,MethodeElectronics
00:17:06,TechfaithwirelessCommunicationTechnologyLimited
00:17:07,InGrid
00:17:08,HewlettPackard
00:17:09,ExaltCommunications
00:17:0A,InewDigitalCompany
00:17:0B,Contela
00:17:0C,TwigCom
00:17:0D,DustNetworks
00:17:0E,CiscoSystems
00:17:0F,CiscoSystems
00:17:10,CasaSystems
00:17:11,CytivaSwedenAB
00:17:12,ISCOInternational
00:17:13,TigerNetCom
00:17:14,BRControlsNederlandbv
00:17:16,QnoTechnology
00:17:17,LeicaGeosystemsAG
00:17:18,VanscoElectronicsOy
00:17:19,AudiocodesUSA
00:17:1A,WinegardCompany
00:17:1B,InnovationLabCorp
00:17:1C,NTMicroSystems
00:17:1E,TheoBenningGmbH&CoKG
00:17:1F,IMVCorporation
00:17:20,ImageSensingSystems
00:17:21,FITRESpA
00:17:22,HanazederElectronicGmbH
00:17:23,SummitDataCommunications
00:17:24,StuderProfessionalAudioGmbH
00:17:25,LiquidComputing
00:17:26,m2cElectronicTechnology
00:17:27,ThermoRamseyItaliasrl
00:17:28,SelexCommunications
00:17:29,UbicodCoLTD
00:17:2A,ProwareTechnologyCorp(ByUnifosa)
00:17:2B,GlobalTechnologies
00:17:2C,TaejinInfotech
00:17:2D,AxcenPhotonicsCorporation
00:17:2E,FXC
00:17:2F,NeuLionorporated
00:17:30,AutomationElectronics
00:17:31,ASUSTekCOMPUTERINC
00:17:32,Science-TechnicalCenter"RISSA"
00:17:34,ADCTelecommunications
00:17:35,IntelWirelessNetworkGroup
00:17:36,iiTron
00:17:37,IndustrieDialFaceSpA
00:17:38,InternationalBusinessMachines
00:17:39,BrightHeadphoneElectronicsCompany
00:17:3A,Cloudastructure
00:17:3B,CiscoSystems
00:17:3C,ExtremeEngineeringSolutions
00:17:3E,LeucotronEquipamentosa
00:17:3F,BelkinInternational
00:17:40,BluberiGamingTechnologies
00:17:42,FujitsuLimited
00:17:43,DeckSrl
00:17:44,Araneo
00:17:45,INNOTZCO
00:17:46,Freedom9
00:17:48,NeokorosBrasila
00:17:49,HyundaeYong-O-SaCo
00:17:4B,NokiaDanmarkA/S
00:17:4C,Millipore
00:17:4D,DynamicNetworkFactory
00:17:4E,Parama-techCo
00:17:4F,iCatch
00:17:50,GSIGroupMicroESystems
00:17:51,OnlineCorporation
00:17:52,DAGS
00:17:53,nForeTechnology
00:17:54,ArkinoHiTOPCorporationLimited
00:17:55,GESecurity
00:17:56,VinciLabsOy
00:17:57,RixTechnologyLimited
00:17:58,ThruVision
00:17:59,CiscoSystems
00:17:5A,CiscoSystems
00:17:5B,ACSSolutionsSwitzerland
00:17:5C,SharpCorporation
00:17:5D,Dongseosystem
00:17:5F,XENOLINKCommunicationsCo
00:17:60,NaitoDenseiMachidaMFGCOLTD
00:17:62,SolarTechnology
00:17:63,EssentiaSpA
00:17:64,ATMediaGmbH
00:17:65,NortelNetworks
00:17:66,AccenseTechnology
00:17:67,EarforceAS
00:17:68,Zinwave
00:17:69,CymphonixCorp
00:17:6A,AvagoTechnologies
00:17:6B,Kiyon
00:17:6C,Pivot3
00:17:6D,CoreCorporation
00:17:6E,DucatiSistemi
00:17:6F,PAXComputerTechnology(Shenzhen)
00:17:70,ArtiIndustrialElectronics
00:17:71,APDCommunications
00:17:72,ASTROStrobelKommunikationssystemeGmbH
00:17:73,LaketuneTechnologiesCo
00:17:74,ElestaGmbH
00:17:75,TTEGermanyGmbH
00:17:76,MesoScaleDiagnosticsLLC
00:17:77,ObsidianResearchCorporation
00:17:78,CentralMusicCo
00:17:7A,AssaAbloyAb
00:17:7B,AzaleaNetworksinc
00:17:7C,SmartlinkNetworkSystemsLimited
00:17:7D,IDTTechnologyLimited
00:17:7E,MeshcomTechnologies
00:17:7F,WorldsmartRetech
00:17:80,AppliedBiosystemsBV
00:17:81,GreystoneDataSystem
00:17:82,LoBenn
00:17:83,TexasInstruments
00:17:84,ARRISGroup
00:17:85,SparrElectronics
00:17:87,BrotherBrother&SonsApS
00:17:88,PhilipsLightingBV
00:17:89,ZenitronCorporation
00:17:8A,DartsTechnologiesCorp
00:17:8B,TeledyneTechnologiesorporated
00:17:8C,IndependentWitness
00:17:8D,CheckpointSystems
00:17:8E,GunneboCashAutomationAB
00:17:8F,NingboYidongElectronicCo
00:17:90,HYUNDAIDIGITECHCo
00:17:91,LinTechGmbH
00:17:92,FalcomWirelessComunicationsGmbh
00:17:93,TigiCorporation
00:17:94,CiscoSystems
00:17:95,CiscoSystems
00:17:96,RittmeyerAG
00:17:97,TelsyElettronicaSpA
00:17:98,AzonicTechnologyCoLTD
00:17:99,SmarTireSystems
00:17:9A,D-LinkCorporation
00:17:9B,ChantSincereCo
00:17:9C,DEPRAGSCHULZGMBHuCO
00:17:9D,KelmanLimited
00:17:9E,Sirit
00:17:A0,RoboTechsrl
00:17:A1,3softinc
00:17:A2,Camrivox
00:17:A3,MIXsrl
00:17:A4,HewlettPackard
00:17:A5,RalinkTechnologyCorp
00:17:A6,YosinElectronicsCo
00:17:A7,MobileComputingPromotionConsortium
00:17:A8,EDMCorporation
00:17:A9,Sentivision
00:17:AA,elab-experienceinc
00:17:AB,NintendoCo
00:17:AC,O'NeilProductDevelopment
00:17:AD,AceNetCorporation
00:17:AE,GAI-Tronics
00:17:B0,NokiaDanmarkA/S
00:17:B1,ACISTMedicalSystems
00:17:B2,SKTelesys
00:17:B3,AftekInfosysLimited
00:17:B4,RemoteSecuritySystemsLLC
00:17:B5,PeerlessSystemsCorporation
00:17:B6,AquantiaCorporation
00:17:B7,TonzeTechnologyCo
00:17:B8,NovatronCo
00:17:B9,GambroLundiaAB
00:17:BA,SedoCo
00:17:BB,SyrinxIndustrialElectronics
00:17:BC,TouchtunesMusicCorporation
00:17:BD,Tibetsystem
00:17:BE,TratecTelecomBV
00:17:BF,CoherentResearchLimited
00:17:C0,PureTechSystems
00:17:C1,CMPrecisionTechnologyLTD
00:17:C2,ADBBroadbandItalia
00:17:C3,KTFTechnologies
00:17:C4,QuantaMicrosystemsINC
00:17:C5,SonicWALL
00:17:C6,CrossMatchTechnologies
00:17:C7,MARASystemsConsultingAB
00:17:C8,KYOCERADisplayCorporation
00:17:C9,SamsungElectronicsCo
00:17:CA,QisdaCorporation
00:17:CB,JuniperNetworks
00:17:CC,Alcatel-Lucent
00:17:CD,CECWirelessR&D
00:17:CE,ScreenServiceSpa
00:17:CF,iMCA-GmbH
00:17:D0,OpticomCommunicationsLLC
00:17:D1,NortelNetworks
00:17:D2,ThinlinxPty
00:17:D3,EtymoticResearch
00:17:D4,MonsoonMultimedia
00:17:D5,SamsungElectronicsCo
00:17:D6,BluechipsMicrohouseCo
00:17:D7,IONGeophysicalCorporation
00:17:D8,MagnumSemiconductor
00:17:D9,AAICorporation
00:17:DA,SpansLogic
00:17:DB,CankoTechnologies
00:17:DC,DaemyungZero1
00:17:DD,ClipsalAustralia
00:17:DE,AdvantageSix
00:17:DF,CiscoSystems
00:17:E0,CiscoSystems
00:17:E1,DACOSTechnologiesCo
00:17:E2,ARRISGroup
00:17:E3,TexasInstruments
00:17:E4,TexasInstruments
00:17:E5,TexasInstruments
00:17:E6,TexasInstruments
00:17:E7,TexasInstruments
00:17:E8,TexasInstruments
00:17:E9,TexasInstruments
00:17:EA,TexasInstruments
00:17:EB,TexasInstruments
00:17:EC,TexasInstruments
00:17:ED,WooJooIT
00:17:EE,ARRISGroup
00:17:EF,IBMCorp
00:17:F0,SZCOMBroadbandNetworkTechnologyCo
00:17:F1,RenuElectronicsPvt
00:17:F2,Apple
00:17:F3,HarrisCorporation
00:17:F4,ZeronAlliance
00:17:F5,LigNeoptek
00:17:F6,PyramidMeriden
00:17:F7,CEMSolutionsPvt
00:17:F8,MotechIndustries
00:17:F9,ForcomSpzoo
00:17:FA,MicrosoftCorporation
00:17:FC,Suprema
00:17:FD,AmuletHotkey
00:17:FE,TalosSystem
00:17:FF,PLAYLINECo
00:18:00,Unigrand
00:18:01,ActiontecElectronics
00:18:02,AlphaNetworks
00:18:03,ArcSoftShanghaiCoLTD
00:18:04,E-TekDigitalTechnologyLimited
00:18:05,BeijingInHandNetworkingTechnologyCo
00:18:06,HokkeiIndustriesCo
00:18:07,FanstelCorp
00:18:08,SightLogix
00:18:0A,CiscoMeraki
00:18:0B,BrilliantTelecommunications
00:18:0C,OptelianAccessNetworks
00:18:0D,TerabytesServerStorageTechCorp
00:18:0E,AvegaSystems
00:18:0F,NokiaDanmarkA/S
00:18:10,IPTradeSA
00:18:11,NeurosTechnologyInternationalLLC
00:18:12,BeijingXinweiTelecomTechnologyCo
00:18:13,SonyCorporation
00:18:14,MitutoyoCorporation
00:18:15,GZTechnologies
00:18:16,UbixonCo
00:18:17,DEShawResearchLLC
00:18:18,CiscoSystems
00:18:19,CiscoSystems
00:18:1A,AVerMediaInformation
00:18:1B,TaiJinMetalCo
00:18:1C,ExterityLimited
00:18:1D,AsiaElectronicsCo
00:18:1E,GDXTechnologies
00:18:1F,PalmmicroCommunications
00:18:20,w5networks
00:18:21,Sindoricoh
00:18:22,CecTelecomCo
00:18:23,DeltaElectronics
00:18:24,KimaldiElectronicsSL
00:18:26,CaleAccessAB
00:18:27,NecUnifiedSolutionsNederlandBV
00:18:28,e2vtechnologies(UK)ltd
00:18:29,Gatsometer
00:18:2A,TaiwanVideo&Monitor
00:18:2C,AscendNetworks
00:18:2D,ArtecDesign
00:18:2E,XStreamHD
00:18:2F,TexasInstruments
00:18:30,TexasInstruments
00:18:31,TexasInstruments
00:18:32,TexasInstruments
00:18:33,TexasInstruments
00:18:34,TexasInstruments
00:18:35,Thoratec/ITC
00:18:36,REJCo
00:18:37,UniversalABITCo
00:18:38,PanAccessCommunications
00:18:39,Cisco-LinksysLLC
00:18:3A,WestellTechnologies
00:18:3B,CENITSCo
00:18:3C,EncoreSoftwareLimited
00:18:3D,VertexLinkCorporation
00:18:3E,Digilent
00:18:3F,2Wire
00:18:40,3Phoenix
00:18:41,HighTechComputerCorp
00:18:42,NokiaDanmarkA/S
00:18:43,Dawevision
00:18:44,HeadsUpTechnologies
00:18:45,Pulsar-TelecomLLC
00:18:46,CryptoSA
00:18:47,AceNetTechnology
00:18:48,VecimaNetworks
00:18:49,nVentSchroffGmbH
00:18:4A,Catcher
00:18:4B,LasVegasGaming
00:18:4C,BogenCommunications
00:18:4E,LianheTechnologies
00:18:4F,8WaysTechnologyCorp
00:18:50,SecfoneKft
00:18:52,StorLinkSemiconductors
00:18:53,AteraNetworksLTD
00:18:54,ArgardCo
00:18:55,AeromaritimeSystembauGmbH
00:18:56,EyeFi
00:18:57,UnileverR&D
00:18:58,TagMasterAB
00:18:59,StrawberryLinuxCo
00:18:5A,uControl
00:18:5B,NetworkChemistry
00:18:5C,EDSLABTechnologies
00:18:5D,TaiguenTechnology(Shen-Zhen)Co
00:18:5E,Nexterm
00:18:5F,TAC
00:18:60,SIMTechnologyGroupShanghaiSimcom
00:18:61,Ooma
00:18:62,SeagateTechnology
00:18:63,VeritechElectronicsLimited
00:18:64,EatonCorporation
00:18:65,SiemensHealthcareDiagnosticsManufacturing
00:18:66,LeutronVision
00:18:67,DatalogicADC
00:18:68,CiscoSPVTG
00:18:6A,GlobalLinkDigitalTechnologyCoLTD
00:18:6B,SambuCommunicsCOLTD
00:18:6C,NeonodeAB
00:18:6D,ZhenjiangSapphireElectronicIndustryCO
00:18:6E,3Com
00:18:6F,SethaIndustriaEletronicaLTDA
00:18:70,E28ShanghaiLimited
00:18:71,HewlettPackard
00:18:72,ExpertiseEngineering
00:18:73,CiscoSystems
00:18:74,CiscoSystems
00:18:75,AnaCiseTestnologyPte
00:18:76,WowWee
00:18:77,AmplexA/S
00:18:78,MackwareGmbH
00:18:7B,4NSYSCo
00:18:7C,IntercrossLlc
00:18:7D,ArmorlinkCo
00:18:7E,RGBSpectrum
00:18:80,MaximIntegratedProducts
00:18:81,BuyangElectronicsIndustrialCo
00:18:82,HuaweiTechnologiesCo
00:18:83,Formosa21
00:18:84,FonTechnologySL
00:18:85,MotorolaSolutions
00:18:86,El-Tech
00:18:87,MetasystemSpA
00:18:88,GOTIVEas
00:18:89,WinNetSolutionsLimited
00:18:8A,InfinovaLLC
00:18:8B,Dell
00:18:8C,MobileActionTechnology
00:18:8D,NokiaDanmarkA/S
00:18:8E,Ekahau
00:18:8F,MontgomeryTechnology
00:18:90,RadioCOMsro
00:18:91,ZhongshanGeneralK-mateElectronicsCo
00:18:92,ads-tecGmbH
00:18:93,ShenzhenPhotonBroadbandTechnologyCo
00:18:94,NPCore
00:18:95,HansunTechnologies
00:18:96,GreatWellElectronicLTD
00:18:97,JESS-LINKPRODUCTSCoLTD
00:18:98,KingstateElectronicsCorporation
00:18:99,ShenZhenjieshunScience&TechnologyIndustryCOLTD
00:18:9A,HANAMicron
00:18:9B,Thomson
00:18:9C,WeldexCorporation
00:18:9D,Navcast
00:18:9E,OMNIKEYGmbH
00:18:9F,LenntekCorporation
00:18:A0,CiermaAscenseurs
00:18:A1,TiqitComputers
00:18:A2,XIPTechnologyAB
00:18:A3,ZippyTechnologyCorp
00:18:A4,ARRISGroup
00:18:A5,ADigitTechnologiesCorp
00:18:A6,PersistentSystemsLLC
00:18:A7,YoggieSecuritySystemsLTD
00:18:A8,AnNealTechnology
00:18:A9,EthernetDirectCorporation
00:18:AA,ProtecFireDetectionplc
00:18:AB,BeijingLhwtMicroelectronics
00:18:AC,ShanghaiJiaoDaHISYSTechnologyCo
00:18:AD,NidecSankyoCorporation
00:18:AE,TvtCo
00:18:AF,SamsungElectronicsCo
00:18:B0,NortelNetworks
00:18:B1,IBMCorp
00:18:B2,AdeunisRf
00:18:B3,TECWizHomeCo
00:18:B4,DawonMedia
00:18:B5,MagnaCarta
00:18:B6,S3C
00:18:B7,D3LedLlc
00:18:B8,NewVoiceInternationalAG
00:18:B9,CiscoSystems
00:18:BA,CiscoSystems
00:18:BB,EliwellControlssrl
00:18:BC,ZAONVPBolid
00:18:BD,ShenzhenDvbworldTechnologyCo
00:18:BE,ANSACorporation
00:18:BF,EssenceTechnologySolution
00:18:C0,ARRISGroup
00:18:C1,AlmitecInformáticaeComércio
00:18:C2,Firetide
00:18:C3,CSCorporation
00:18:C4,RabaTechnologiesLLC
00:18:C5,NokiaDanmarkA/S
00:18:C6,OPWFuelManagementSystems
00:18:C7,RealTimeAutomation
00:18:C8,ISONAS
00:18:C9,EOpsTechnologyLimited
00:18:CA,ViprinetGmbH
00:18:CB,TecobestTechnologyLimited
00:18:CC,AxiohmSas
00:18:CD,EraeElectronicsIndustryCo
00:18:CE,DreamtechCo
00:18:CF,BaldorElectricCompany
00:18:D0,AtRoadATrimbleCompany
00:18:D1,SiemensHome&OfficeCommDevices
00:18:D2,High-GainAntennasLLC
00:18:D4,UnifiedDisplayInterfaceSIG
00:18:D6,SwirlnetA/S
00:18:D7,JAVADGNSS
00:18:D8,ARCHMETERCorporation
00:18:D9,SantoshaInternatonal
00:18:DA,WürthElektronikeiSosGmbH&CoKG
00:18:DB,EPLTechnology
00:18:DC,ProstarCo
00:18:DD,SilicondustEngineering
00:18:DE,IntelCorporate
00:18:DF,TheMoreyCorporation
00:18:E1,VerkerkServiceSystemen
00:18:E2,TopdataSistemasdeAutomacaoa
00:18:E3,VisualgateSystems
00:18:E5,AdhocoAG
00:18:E6,ComputerHardwareDesignSIA
00:18:E7,CameoCommunicationsINC
00:18:E8,HacetronCorporation
00:18:E9,NumataCorporation
00:18:EA,AlltecGmbH
00:18:EB,BlueZenEnterprisesPrivateLimited
00:18:EC,WeldingTechnologyCorporation
00:18:ED,AccutechUltrasystemsCo
00:18:EE,VideologyImagingSolutions
00:18:EF,EscapeCommunications
00:18:F0,JOYTOTOCo
00:18:F1,ChunichiDenshiCoLTD
00:18:F2,BeijingTianyuCommunicationEquipmentCo
00:18:F3,ASUSTekCOMPUTERINC
00:18:F4,EOTECHNICSCo
00:18:F5,ShenzhenStreamingVideoTechnologyCompanyLimited
00:18:F6,ThomsonTelecomBelgium
00:18:F7,KameleonTechnologies
00:18:F8,Cisco-LinksysLLC
00:18:F9,VVOND
00:18:FA,YushinPrecisionEquipmentCo
00:18:FB,ComproTechnology
00:18:FC,AltecElectronicAG
00:18:FD,OptimalTechnologiesInternational
00:18:FE,HewlettPackard
00:18:FF,PowerQuattroCo
00:19:00,Intelliverese-DBAVoicecom
00:19:02,CambridgeConsultants
00:19:03,BigfootNetworks
00:19:04,WBElectronicsSpzoo
00:19:05,SCHRACKSeconetAG
00:19:06,CiscoSystems
00:19:07,CiscoSystems
00:19:08,DuaxesCorporation
00:19:09,DEVI-DanfossA/S
00:19:0A,Hasware
00:19:0B,SouthernVisionSystems
00:19:0C,EncoreElectronics
00:19:0D,IEEE1394c
00:19:0E,AtechTechnologyCo
00:19:0F,AdvansusCorp
00:19:10,KnickElektronischeMessgeraeteGmbH&CoKG
00:19:11,JustInMobileInformationTechnologies(Shanghai)Co
00:19:12,Welcat
00:19:13,Chuang-YiNetworkEquipmentCo
00:19:14,WinixCo
00:19:15,TECOMCo
00:19:16,PayTecAG
00:19:17,Posiflex
00:19:18,InteractiveWearAG
00:19:19,ASTEL
00:19:1B,SputnikEngineeringAG
00:19:1C,SensicastSystems
00:19:1D,NintendoCo
00:19:1E,BeyondwizCo
00:19:1F,Microlinkcommunications
00:19:20,KUMEelectricCo
00:19:21,ElitegroupComputerSystemsCo
00:19:22,CMComandosLineares
00:19:23,PhonexKoreaCoLTD
00:19:24,LBNLEngineering
00:19:25,IntelicisCorporation
00:19:26,BitsGenCo
00:19:27,ImCoSys
00:19:28,SiemensAGTransportationSystems
00:19:29,2M2BMontadoradeMaquinasBahiaBrasilLTDA
00:19:2A,AntiopeAssociates
00:19:2B,AclaraRFSystems
00:19:2C,ARRISGroup
00:19:2D,NokiaCorporation
00:19:2E,SpectralInstruments
00:19:2F,CiscoSystems
00:19:30,CiscoSystems
00:19:31,BalluffGmbH
00:19:32,GudeSystemsGmbH
00:19:33,StrixSystems
00:19:34,TrendonTouchTechnologyCorp
00:19:35,DuerrDentalAg
00:19:36,SterliteOpticalTechnologiesLimited
00:19:37,CommerceGuardAB
00:19:38,UMBCommunicationsCo
00:19:3A,Oesolutions
00:19:3C,HighPointTechnologiesorporated
00:19:3D,GMCGuardianMobilityCorp
00:19:3E,ADBBroadbandItalia
00:19:3F,RDItechnology(Shenzhen)CoLTD
00:19:40,RackableSystems
00:19:41,PitneyBowes
00:19:42,OnSoftwareInternationalLimited
00:19:44,FossilPartnersLP
00:19:45,RFCOnceptsLLC
00:19:46,CianetIndustriaeComercioS/A
00:19:47,CiscoSPVTG
00:19:48,AireSpiderNetworks
00:19:49,TentelComtechCo
00:19:4A,TestoAg
00:19:4B,SagemcomBroadbandSAS
00:19:4C,FujianStelcominformation&TechnologyCO
00:19:4D,AvagoTechnologiesSdnBhd
00:19:4E,UltraElectronics-TCS(TacticalCommunicationSystems)
00:19:4F,NokiaDanmarkA/S
00:19:50,HarmanMultimedia
00:19:51,NETCONSsro
00:19:52,ACOGITOCo
00:19:53,ChainleaderCommunicationsCorp
00:19:54,LeafCorporation
00:19:55,CiscoSystems
00:19:56,CiscoSystems
00:19:57,SaafnetCanada
00:19:58,BluetoothSIG
00:19:59,StaccatoCommunications
00:19:5A,JenaerAntriebstechnikGmbH
00:19:5B,D-LinkCorporation
00:19:5C,InnotechCorporation
00:19:5D,ShenZhenXinHuaTongOptoElectronicsCo
00:19:5E,ARRISGroup
00:19:5F,ValemountNetworksCorporation
00:19:60,DoCoMoSystems
00:19:61,BlaupunktEmbeddedSystemsGmbH
00:19:62,CommerciantLP
00:19:63,SonyCorporation
00:19:64,Doorking
00:19:65,YuHuaTelTech(ShangHai)Co
00:19:66,AsiarockTechnologyLimited
00:19:67,TELDATSpJ
00:19:68,DigitalVideoNetworks(Shanghai)COLTD
00:19:69,NortelNetworks
00:19:6A,MikroMGmbH
00:19:6B,DanpexCorporation
00:19:6C,EtrovisionTechnology
00:19:6D,RaybitSystemsKorea
00:19:6E,Metacom(Pty)
00:19:6F,SensoPartGmbH
00:19:70,Z-Com
00:19:71,GuangzhouUnicompTechnologyCo
00:19:72,Plexus(Xiamen)Coltd
00:19:73,ZeugmaSystems
00:19:75,BeijingHuisennetworkstechnology
00:19:76,XipherTechnologiesLLC
00:19:77,ExtremeNetworks
00:19:78,DatumSystems
00:19:79,NokiaDanmarkA/S
00:19:7A,MAZeTGmbH
00:19:7B,PicotestCorp
00:19:7C,RiedelCommunicationsGmbH
00:19:7D,HonHaiPrecisionIndCo
00:19:7E,HonHaiPrecisionIndCo
00:19:7F,Plantronics
00:19:80,GridpointSystems
00:19:81,Vivox
00:19:83,CCTR&DLimited
00:19:84,ESTICCorporation
00:19:85,ITWatchdogs
00:19:86,ChengHongjian
00:19:87,PanasonicMobileCommunicationsCo
00:19:88,Wi2Wi
00:19:89,SonitrolCorporation
00:19:8A,NorthropGrummanSystemsCorp
00:19:8B,NoveraOpticsKorea
00:19:8D,OceanOptics
00:19:8E,OticonA/S
00:19:8F,NokiaBellNV
00:19:90,ELMDATACo
00:19:92,Adtran
00:19:93,ChangshuSwitchgearMFGCo(FormerChangshuSwitchgea
00:19:94,JorjinTechnologies
00:19:95,JurongHi-Tech(Suzhou)Coltd
00:19:96,TurboChefTechnologies
00:19:97,SoftDeviceSdnBhd
00:19:98,SatoCorporation
00:19:99,FujitsuTechnologySolutionsGmbH
00:19:9B,DiversifiedTechnicalSystems
00:19:9D,Vizio
00:19:9F,DktA/S
00:19:A0,NihonDataSystens
00:19:A1,LgInformation&Comm
00:19:A2,OrdynTechnologies
00:19:A3,asteelelectroniqueatlantique
00:19:A4,AustarTechnology(hangzhou)Co
00:19:A5,RadarFindCorporation
00:19:A6,ARRISGroup
00:19:A8,WiQuestCommunications
00:19:A9,CiscoSystems
00:19:AA,CiscoSystems
00:19:AB,RaycomCOLTD
00:19:AC,GSPSYSTEMS
00:19:AD,BobstSa
00:19:AE,HoplingTechnologiesbv
00:19:AF,RigolTechnologies
00:19:B0,HanYangSystem
00:19:B1,Arrow7Corporation
00:19:B2,XYnetsoftCo
00:19:B3,StanfordResearchSystems
00:19:B4,Intellio
00:19:B5,FamarFueguinaSA
00:19:B6,EuroEmmesrl
00:19:B7,NokiaDanmarkA/S
00:19:B8,BoundaryDevices
00:19:B9,Dell
00:19:BA,ParadoxSecuritySystems
00:19:BB,HewlettPackard
00:19:BC,ElectroChanceSrl
00:19:BD,NewMediaLife
00:19:BE,AltaiTechnologiesLimited
00:19:BF,CitiwaytechnologyColtd
00:19:C0,ARRISGroup
00:19:C1,AlpsalpineCo
00:19:C2,EquustekSolutions
00:19:C3,Qualitrol
00:19:C4,Infocrypt
00:19:C5,SonyInteractiveEntertainment
00:19:C6,ztecorporation
00:19:C7,CambridgeIndustries(Group)Co
00:19:C8,AnyDATACorporation
00:19:C9,S&CElectricCompany
00:19:CA,BroadataCommunications
00:19:CB,ZyxelCommunicationsCorporation
00:19:CC,RCG(HK)
00:19:CD,Chengduethercominformationtechnology
00:19:CE,ProgressiveGamingInternational
00:19:CF,SalicruSA
00:19:D1,IntelCorporate
00:19:D2,IntelCorporate
00:19:D3,TRAKMicrowave
00:19:D4,ICXTechnologies
00:19:D5,IPInnovations
00:19:D6,LSCableandSystem
00:19:D7,FortunetekCo
00:19:D9,ZeutschelGmbH
00:19:DA,WelltransO&ETechnologyCo
00:19:DB,Micro-StarInternationalCo
00:19:DC,ENENSYSTechnologies
00:19:DD,FEI-Zyfer
00:19:DF,Thomson
00:19:E0,Tp-LinkTechnologiesCo
00:19:E1,NortelNetworks
00:19:E2,JuniperNetworks
00:19:E3,Apple
00:19:E4,2Wire
00:19:E5,LynxStudioTechnology
00:19:E6,ToyoMedicCo
00:19:E7,CiscoSystems
00:19:E8,CiscoSystems
00:19:E9,S-InformationTechnolgyCo
00:19:EA,TeraMageTechnologiesCo
00:19:EB,Pyronix
00:19:EC,SagamoreSystems
00:19:ED,Axesstel
00:19:EE,CARLOGAVAZZICONTROLSSPA-ControlsDivision
00:19:EF,ShenzhenLinnkingElectronicsCo
00:19:F0,UnionmanTechnologyCo
00:19:F1,StarCommunicationNetworkTechnologyCo
00:19:F2,TeradyneKK
00:19:F3,Cetis
00:19:F4,ConvergensOy
00:19:F5,ImaginationTechnologies
00:19:F6,Acconet(PTE)
00:19:F7,OnsetComputerCorporation
00:19:F8,EmbeddedSystemsDesign
00:19:F9,TDK-Lambda
00:19:FA,CableVisionElectronicsCOLTD
00:19:FB,BSkyB
00:19:FC,PTUfoaksesSuksesLuarbiasa
00:19:FD,NintendoCo
00:19:FE,ShenzhenSeecommTechnologyCo
00:19:FF,Finnzymes
00:1A:00,Matrix
00:1A:01,SmithsMedical
00:1A:02,SecureCareProducts
00:1A:03,AngelElectronicsCo
00:1A:04,InteraySolutionsBV
00:1A:05,Optibase
00:1A:06,OpVista
00:1A:07,ArecontVision
00:1A:08,Simoco
00:1A:09,WayfarerTransitSystems
00:1A:0A,AdaptiveMicro-Ware
00:1A:0B,BonaTechnology
00:1A:0C,Swe-DishSatelliteSystemsAB
00:1A:0D,HandHeldentertainment
00:1A:0E,ChengUeiPrecisionIndustryCo
00:1A:0F,SistemasAvanzadosdeControlSA
00:1A:10,LucentTransElectronicsCo
00:1A:11,Google
00:1A:13,WanlidaGroupCoLTD
00:1A:14,XinHuaControlEngineeringCo
00:1A:15,gemaltoe-Payment
00:1A:16,NokiaDanmarkA/S
00:1A:17,TeakTechnologies
00:1A:18,AdvancedSimulationTechnologyinc
00:1A:19,ComputerEngineeringLimited
00:1A:1A,GentexCorporation/Electro-AcousticProducts
00:1A:1B,ARRISGroup
00:1A:1C,GT&TEngineeringPte
00:1A:1D,PChomeOnline
00:1A:1E,ArubaaHewlettPackardEnterpriseCompany
00:1A:1F,CoastalEnvironmentalSystems
00:1A:20,CMOTECHCo
00:1A:21,BrookhuisAppliedTechnologiesBV
00:1A:22,eQ-3EntwicklungGmbH
00:1A:23,IceQube
00:1A:24,GalaxyTelecomTechnologies
00:1A:25,DeltaDore
00:1A:26,DeltanodeSolutionsAB
00:1A:28,ASWTCoLTDTaiwanBranchHK
00:1A:29,JohnsonOutdoorsMarineElectronicsd/b/aMinnkota
00:1A:2A,ArcadyanTechnologyCorporation
00:1A:2B,AyecomTechnologyCo
00:1A:2C,SATECCoLTD
00:1A:2D,TheNavvoGroup
00:1A:2E,ZiovaCoporation
00:1A:2F,CiscoSystems
00:1A:30,CiscoSystems
00:1A:31,ScanCoinAb
00:1A:32,ActivaMultimedia
00:1A:33,ASICommunications
00:1A:34,KonkaGroupCo
00:1A:35,BARTECGmbH
00:1A:36,AipermonGmbH&CoKG
00:1A:37,LearCorporation
00:1A:38,Sanmina-SCI
00:1A:39,MertenGmbH&CoKG
00:1A:3A,Dongahelecomm
00:1A:3B,DoahElecom
00:1A:3C,Technowave
00:1A:3D,AjinVisionCo
00:1A:3E,FasterTechnologyLLC
00:1A:3F,Intelbras
00:1A:40,A-FourTechCo
00:1A:41,INOCOVACo
00:1A:42,TechcityTechnologyco
00:1A:43,LogicalLinkCommunications
00:1A:44,JWTradingCo
00:1A:45,GNNetcomA/S
00:1A:46,DigitalMultimediaTechnologyCo
00:1A:47,AgamiSystems
00:1A:48,TakacomCorporation
00:1A:49,MicroVisionCoLTD
00:1A:4A,Qumranet
00:1A:4B,HewlettPackard
00:1A:4C,CrossbowTechnology
00:1A:4D,Giga-ByteTechnologyCo
00:1A:4E,NTIAG/LinMot
00:1A:4F,AVMGmbH
00:1A:50,PheeNetTechnologyCorp
